entity_id,entity_type,entity_name,normalized_name,role_or_description,affiliation,prominence_score,first_mention_record_id,total_mentions,related_entities,notes
O0100,Organization,Newmark Philanthropies,Newmark Philanthropies,Philanthropic organization,,7,RECORD-00036,1,,
O0101,Organization,Aspen Digital,Aspen Digital,Think Tank,,7,RECORD-00036,1,,
O0102,Organization,NYU journalism program,NYU journalism program,University Department,,7,RECORD-00036,1,,
O0103,Organization,Congress,Congress,Legislative Body,,5,RECORD-00036,5,,
O0104,Organization,NSA,NSA,Government Agency,,7,RECORD-00037,1,,
O0105,Organization,Al-Qaeda,Al-Qaeda,Terrorist Organization,,7,RECORD-00037,1,,
O0106,Organization,CIA,CIA,Government Agency,,7,RECORD-00037,3,,
O0107,Organization,Pew Charitable Trusts,Pew Charitable Trusts,Foundation,,4,RECORD-00038,3,,
O0108,Organization,Kettering Foundation,Kettering Foundation,Foundation,,4,RECORD-00038,1,,
O0109,Organization,The Wichita Eagle,The Wichita Eagle,Newspaper,,5,RECORD-00038,2,,
O0110,Organization,Norfolk Virginian-Pilot,Norfolk Virginian-Pilot,Newspaper,,6,RECORD-00038,3,,
O0111,Organization,Republicans,Republicans,Political Party,,8,RECORD-00042,1,,
O0112,Organization,White House Correspondents' Association,White House Correspondents' Association,Journalism Association,,5,RECORD-00042,2,,
O0113,Organization,Media,Media,Industry,,9,RECORD-00044,2,,
O0114,Organization,Associated Press Managing Editors,Associated Press Managing Editors,Journalism Organization,,6,RECORD-00045,1,,
O0115,Organization,ProPublica,ProPublica,Nonprofit News Organization,,6,RECORD-00045,6,,
O0116,Organization,Yale University Press,Yale University Press,University Press,,5,RECORD-00045,2,,
O0118,Organization,Drudge Report,Drudge Report,News aggregator,,5,RECORD-00046,1,,
O0119,Organization,The Daily Caller,The Daily Caller,News and Opinion Website,,5,RECORD-00046,1,,
O0120,Organization,State Department,State Department,Government Body,,3,RECORD-00046,1,,
O0121,Organization,The Christian Science Monitor,The Christian Science Monitor,News Organization,,3,RECORD-00046,4,,
O0122,Organization,AT&T,AT&T,Telecommunications Company,,3,RECORD-00048,1,,
O0123,Organization,Vanity Fair,Vanity Fair,Magazine,,4,RECORD-00048,3,,
O0124,Organization,Black Lives Matter,Black Lives Matter,Social Movement,,5,RECORD-00048,1,,
O0125,Organization,QAnon,QAnon,Conspiracy Theory Group,,6,RECORD-00048,1,,
O0126,Organization,White House,White House,Government Institution,,5,RECORD-00048,21,,
O0127,Organization,WITF,WITF,Public Broadcaster,,8,RECORD-00049,1,,
O0128,Organization,The Cleveland Plain Dealer,The Cleveland Plain Dealer,Newspaper,,8,RECORD-00049,3,,
O0129,Organization,Votebeat.org,Votebeat.org,Non-profit Organization,,8,RECORD-00049,1,,
O0130,Organization,Peacock,Peacock,Streaming Network,NBC,5,RECORD-00049,1,,
O0132,Organization,Voice of San Diego,Voice of San Diego,Investigative Non-profit,,5,RECORD-00051,1,,
O0133,Organization,The Dispatch,The Dispatch,News Organization,,4,RECORD-00051,1,,
O0134,Organization,Trusting News,Trusting News,Research Project,,3,RECORD-00051,1,,
O0135,Organization,The Trust Project,The Trust Project,Initiative,,3,RECORD-00051,1,,
O0136,Organization,Courier Newsroom,Courier Newsroom,News Organization,,5,RECORD-00051,1,,
O0137,Organization,Axios,Axios,News Organization,,3,RECORD-00051,1,,
O0138,Organization,The Marshall Project,The Marshall Project,News Organization,,5,RECORD-00051,1,,
O0139,Organization,Charlotte Observer,Charlotte Observer,Newspaper,,8,RECORD-00052,5,,
O0140,Organization,Milwaukee Journal Sentinel,Milwaukee Journal Sentinel,Newspaper,,7,RECORD-00052,2,,
O0141,Organization,WUWM 89.7-FM,WUWM 89.7-FM,Radio Station,,6,RECORD-00052,1,,
O0142,Organization,Milwaukee PBS,Milwaukee PBS,Television Station,,6,RECORD-00052,1,,
O0144,Organization,"Democracy Desk, Washington Post","Democracy Desk, Washington Post",Desk within newspaper,,7,RECORD-00053,1,,
O0145,Organization,Chicago Tribune,Chicago Tribune,News organization,,9,RECORD-00054,10,,
O0146,Organization,Sun-Times,Sun-Times,News organization,,6,RECORD-00054,1,,
O0148,Organization,Arthur L. Carter Journalism Institute,Arthur L. Carter Journalism Institute,Academic Institute,,8,RECORD-00056,3,,
O0149,Organization,Disney,Disney,Media Conglomerate,,7,RECORD-00056,5,,
O0150,Organization,Capital Cities,Capital Cities,Media Company,,5,RECORD-00056,1,,
O0151,Organization,Kansas City Star,Kansas City Star,Newspaper,,8,RECORD-00056,6,,
O0152,Organization,Fort Worth Star,Fort Worth Star,Newspaper,,6,RECORD-00056,1,,
O0153,Organization,"Knight Ridder, Inc.","Knight Ridder, Inc.",Newspaper company,,5,RECORD-00056,3,,
O0154,Organization,TomPaine.com,TomPaine.com,Website,,5,RECORD-00056,3,,
O0155,Organization,Breitbart News,Breitbart News,News outlet,,7,RECORD-00057,1,,
O0156,Organization,Pew Research Center,Pew Research Center,Research organization,,6,RECORD-00057,1,,
O0157,Organization,Gallup,Gallup,Polling Organization,,5,RECORD-00057,1,,
O0158,Organization,The Guardian,The Guardian,Newspaper,,5,RECORD-00057,15,,
O0159,Organization,Mother Jones,Mother Jones,Magazine,,5,RECORD-00057,4,,
O0160,Organization,Freedom Caucus,Freedom Caucus,Political Group,,4,RECORD-00058,1,,
O0161,Organization,Boston Globe,Boston Globe,News Organization,,6,RECORD-00058,12,,
O0162,Organization,Texas Tribune,Texas Tribune,News Organization,,6,RECORD-00058,2,,
O0163,Organization,Groundsource,Groundsource,Journalism Startup,,5,RECORD-00058,1,,
O0164,Organization,Membership Puzzle Project,Membership Puzzle Project,Research Project,,9,RECORD-00059,2,,
O0165,Organization,The Financial Times,The Financial Times,News Organization,,5,RECORD-00059,5,,
O0166,Organization,The Ken,The Ken,News Organization,,7,RECORD-00059,1,,
O0167,Organization,The Athletic,The Athletic,News Organization,,5,RECORD-00059,1,,
O0168,Organization,Stratechery,Stratechery,Publication,,6,RECORD-00059,1,,
O0169,Organization,Shorenstein Center,Shorenstein Center,Research Center,,5,RECORD-00059,1,,
O0170,Organization,Room 444,Room 444,News Organization,,6,RECORD-00059,1,,
O0171,Organization,La Silla Vacia,La Silla Vacia,News Organization,,5,RECORD-00059,1,,
O0172,Organization,Krautreporter,Krautreporter,News Organization,,5,RECORD-00059,1,,
O0173,Organization,De Correspondent,De Correspondent,News Organization,,5,RECORD-00059,1,,
O0174,Organization,The Tyee,The Tyee,News Organization,,5,RECORD-00059,1,,
O0175,Organization,The News Minute,The News Minute,News Organization,,5,RECORD-00059,1,,
O0176,Organization,The Seattle Times,The Seattle Times,News Organization,,5,RECORD-00059,5,,
O0177,Organization,Malaysiakini,Malaysiakini,News Organization,,5,RECORD-00059,1,,
O0178,Organization,Guardian US,Guardian US,News Outlet,,9,RECORD-00060,2,,
O0179,Organization,Studio 20,Studio 20,Journalism Program,New York University,7,RECORD-00060,3,,
O0180,Organization,Digital First Media,Digital First Media,Media Company,,6,RECORD-00060,3,,
O0181,Organization,Media News,Media News,Media Company,Digital First Media,5,RECORD-00060,1,,
O0182,Organization,Journal Register,Journal Register,Media Company,Digital First Media,5,RECORD-00060,1,,
O0183,Organization,ProPublica.org,ProPublica.org,News Organization,,4,RECORD-00060,2,,
O0184,Organization,National Academy of Science,National Academy of Science,Scientific Organization,,5,RECORD-00061,1,,
O0185,Organization,NYU's Studio 20,NYU's Studio 20,Academic Institution,,8,RECORD-00061,1,,
O0186,Organization,Grist.org,Grist.org,Environmental Site,,6,RECORD-00062,1,,
O0187,Organization,American Enterprise Institute,American Enterprise Institute,Think Tank,,5,RECORD-00062,1,,
O0188,Organization,Commission on Public Debates,Commission on Public Debates,Debate Organizer,,9,RECORD-00063,1,,
O0189,Organization,Johns Hopkins University,Johns Hopkins University,University,,10,RECORD-00064,1,,
O0190,Organization,Applied Physics Laboratory,Applied Physics Laboratory,Research Institute,,7,RECORD-00064,1,,
O0191,Organization,Department of Defense,Department of Defense,Government Agency,,6,RECORD-00064,1,,
O0192,Organization,Google,Google,Technology Company,,6,RECORD-00064,5,,
O0193,Organization,Daily Commercial,Daily Commercial,Newspaper,,9,RECORD-00065,1,,
O0194,Organization,LA Times,LA Times,Newspaper,,6,RECORD-00065,4,,
O0195,Organization,American newsrooms,American newsrooms,Media Organization,,7,RECORD-00066,2,,
O0196,Organization,Tabloid Television,Tabloid Television,News Media,,6,RECORD-00067,1,,
O0197,Organization,BBC,BBC,Broadcasting Corporation,,5,RECORD-00070,3,,
O0198,Organization,National Association of Theater Owners,National Association of Theater Owners,Trade association,,3,RECORD-00070,1,,
O0199,Organization,National Football League,National Football League,Sports league,,3,RECORD-00070,1,,
O0200,Organization,Taxi and Limousine Commission,Taxi and Limousine Commission,Government Body,,3,RECORD-00071,1,,
O0201,Organization,World Bank,World Bank,International Organization,,3,RECORD-00071,1,,
O0202,Organization,Harvard Business Review,Harvard Business Review,Publication,,3,RECORD-00071,1,,
O0203,Organization,Post Media,Post Media,Newspaper Company,,5,RECORD-00072,1,,
O0204,Organization,Gazette Company,Gazette Company,Media Company,,5,RECORD-00072,1,,
O0205,Organization,First Look Media,First Look Media,Media Start-up,,7,RECORD-00072,3,,
O0206,Organization,The Project on Public Life and the Press,The Project on Public Life and the Press,Research Project,,6,RECORD-00073,1,,
O0207,Organization,Reporters Without Borders,Reporters Without Borders,Non-profit organization,,3,RECORD-00073,1,,
O0208,Organization,Buffalo Courier Express,Buffalo Courier Express,Newspaper,,4,RECORD-00073,1,,
O0209,Organization,Knight Ridder,Knight Ridder,Newspaper company,,5,RECORD-00073,3,,
O0210,Organization,McClatchy,McClatchy,Newspaper company,,4,RECORD-00073,3,,
O0211,Organization,University of Pennsylvania's Wharton School,University of Pennsylvania's Wharton School,Business School,,3,RECORD-00073,1,,
O0212,Organization,NYU Arthur L. Carter Journalism Institute,NYU Arthur L. Carter Journalism Institute,Journalism School,,7,RECORD-00074,1,,
O0213,Organization,The Economist,The Economist,Magazine,,6,RECORD-00074,3,,
O0214,Organization,New York Daily News,New York Daily News,News Organization,,5,RECORD-00074,8,,
O0215,Organization,NYU Local,NYU Local,Blog,,5,RECORD-00074,1,,
O0216,Organization,New York University Journalism School,New York University Journalism School,University Department,,6,RECORD-00075,1,,
O0217,Organization,Internet,Internet,Technology Network,,8,RECORD-00075,2,,
O0218,Organization,Apple,Apple,Technology Company,,4,RECORD-00075,1,,
O0219,Organization,Foxconn,Foxconn,Manufacturing Plant,,4,RECORD-00075,1,,
O0220,Organization,NPR News,NPR News,News Organization,,7,RECORD-00077,1,,
O0221,Organization,NBC News,NBC News,News Organization,,6,RECORD-00077,2,,
O0222,Organization,eBay,eBay,Company,,7,RECORD-00079,1,,
O0223,Organization,Guardian Media Group,Guardian Media Group,Media Conglomerate,,6,RECORD-00079,3,,
O0224,Organization,Bloomberg News,Bloomberg News,News Organization,,6,RECORD-00079,3,,
O0225,Organization,The Nation,The Nation,Magazine,,4,RECORD-00079,5,,
O0226,Organization,WNYC,WNYC,Radio station,,5,RECORD-00081,3,,
O0227,Organization,UNESCO,UNESCO,International Organization,,4,RECORD-00082,1,,
O0228,Organization,University of Wollongong,University of Wollongong,University,,3,RECORD-00082,1,,
O0229,Organization,Committee to Protect Journalists,Committee to Protect Journalists,Non-profit organization,,4,RECORD-00082,3,,
O0230,Organization,Rappler,Rappler,News Organization,,4,RECORD-00082,1,,
O0231,Organization,New York Univ.,New York Univ.,University,,3,RECORD-00082,1,,
O0232,Organization,Peabody Awards,Peabody Awards,Awards Organization,,8,RECORD-00083,1,,
O0233,Organization,Grady College of Journalism and Mass Communication at the University of Georgia,Grady College of Journalism and Mass Communication at the University of Georgia,University Department,,6,RECORD-00083,1,,
O0234,Organization,Hearst Texas Newspapers,Hearst Texas Newspapers,Newspaper Group,,5,RECORD-00083,1,,
O0235,Organization,Houston Chronicle,Houston Chronicle,Newspaper,,5,RECORD-00083,4,,
O0236,Organization,Univision Communications Inc.,Univision Communications Inc.,Media Company,,6,RECORD-00083,2,,
O0237,Organization,ViacomCBS Domestic Media Networks,ViacomCBS Domestic Media Networks,Media Company,,6,RECORD-00083,2,,
O0238,Organization,Comedy Central,Comedy Central,TV Channel,,5,RECORD-00083,1,,
O0239,Organization,Paramount Network,Paramount Network,TV Channel,,5,RECORD-00083,1,,
O0240,Organization,Smithsonian Channel,Smithsonian Channel,TV Channel,,5,RECORD-00083,1,,
O0241,Organization,TV Land,TV Land,TV Channel,,5,RECORD-00083,1,,
O0242,Organization,MTV,MTV,TV Channel,,5,RECORD-00083,2,,
O0243,Organization,VH1,VH1,TV Channel,,5,RECORD-00083,1,,
O0244,Organization,CMT,CMT,TV Channel,,5,RECORD-00083,1,,
O0245,Organization,Logo Media,Logo Media,Media Company,,5,RECORD-00083,1,,
O0246,Organization,Hearst Television,Hearst Television,TV Company,,6,RECORD-00083,2,,
O0247,Organization,HBO,HBO,TV Network,,5,RECORD-00083,1,,
O0248,Organization,The PBS NewsHour,The PBS NewsHour,TV Program,,5,RECORD-00083,3,,
O0249,Organization,ESPN,ESPN,Sports Network,,6,RECORD-00083,4,,
O0250,Organization,Creative Artists Agency,Creative Artists Agency,Talent Agency,,6,RECORD-00083,1,,
O0251,Organization,Monument Policy Group,Monument Policy Group,Lobbying Firm,,4,RECORD-00084,1,,
O0252,Organization,Soledad O’Brien Productions,Soledad O’Brien Productions,Production Company,,5,RECORD-00084,1,,
O0253,Organization,WebMD,WebMD,Healthcare Information Website,,4,RECORD-00084,1,,
O0254,Organization,Creative Artists Agency (CAA),Creative Artists Agency (CAA),Talent Agency,,6,RECORD-00084,1,,
O0255,Organization,Time Inc.,Time Inc.,Media Company,,4,RECORD-00084,1,,
O0256,Organization,MIT Communications Forum,MIT Communications Forum,Academic Forum,,8,RECORD-00085,1,,
O0257,Organization,Knight Science Journalism Fellowship Program,Knight Science Journalism Fellowship Program,Fellowship Program,,7,RECORD-00085,1,,
O0258,Organization,MIT,MIT,University,,8,RECORD-00085,1,,
O0259,Organization,MIT Media Lab,MIT Media Lab,Research Lab,,7,RECORD-00085,2,,
O0260,Organization,American Society of Newspaper Editors,American Society of Newspaper Editors,Professional association,,6,RECORD-00085,4,,
O0261,Organization,Times Mirror company,Times Mirror company,Media Conglomerate,,6,RECORD-00086,1,,
O0262,Organization,Norfolk Virginian Pilot,Norfolk Virginian Pilot,Newspaper,,7,RECORD-00086,1,,
O0263,Organization,Landmark Communications,Landmark Communications,Media Company,,5,RECORD-00086,5,,
O0264,Organization,Harvard University,Harvard University,University,,4,RECORD-00086,1,,
O0265,Organization,Pew Center for Civic Journalism,Pew Center for Civic Journalism,Organization,,5,RECORD-00086,1,,
O0266,Organization,Poynter Institute for Media Studies,Poynter Institute for Media Studies,Organization,,5,RECORD-00086,1,,
O0267,Organization,Star Tribune,Star Tribune,Newspaper,,5,RECORD-00086,1,,
O0268,Organization,Society of Professional Journalists,Society of Professional Journalists,Professional Organization,,5,RECORD-00087,4,,
O0269,Organization,Center for Responsive Politics,Center for Responsive Politics,Non-profit Organization,,3,RECORD-00087,1,,
O0270,Organization,FactCheck,FactCheck,Fact-checking website,,3,RECORD-00087,1,,
O0271,Organization,Fact Checker,Fact Checker,Fact-checking blog,,3,RECORD-00087,1,,
O0272,Organization,PolitiFact,PolitiFact,Fact-checking website,,3,RECORD-00087,1,,
O0273,Organization,Snopes,Snopes,Fact-checking website,,3,RECORD-00087,1,,
O0274,Organization,Georgia Humanities,Georgia Humanities,Humanities Council,,4,RECORD-00087,1,,
O0275,Organization,ATLANTA PRESS CLUB,ATLANTA PRESS CLUB,Press Club,,3,RECORD-00087,1,,
O0276,Organization,THE ANDREW W MELLON FOUNDATION,THE ANDREW W MELLON FOUNDATION,Foundation,,3,RECORD-00087,1,,
O0277,Organization,Grady College of Journalism and Mass Communication,Grady College of Journalism and Mass Communication,Journalism School,,3,RECORD-00087,1,,
O0278,Organization,UNIVERSITY OF GEORGIA,UNIVERSITY OF GEORGIA,University,,3,RECORD-00087,1,,
O0279,Organization,Meet the Press,Meet the Press,News Program,,8,RECORD-00088,3,,
O0280,Organization,NASA,NASA,Government Agency,,7,RECORD-00089,2,,
O0281,Organization,Politifact.com,Politifact.com,Fact-Checking Website,,6,RECORD-00089,2,,
O0282,Organization,Dominion,Dominion,Voting Systems Company,,4,RECORD-00090,1,,
O0283,Organization,Recode Media,Recode Media,Podcast,,5,RECORD-00091,1,,
O0284,Organization,Apple Podcasts,Apple Podcasts,Podcast Platform,,3,RECORD-00091,1,,
O0285,Organization,Spotify,Spotify,Podcast Platform,,3,RECORD-00091,1,,
O0286,Organization,Google Podcasts,Google Podcasts,Podcast Platform,,3,RECORD-00091,1,,
O0287,Organization,Pocket Casts,Pocket Casts,Podcast Platform,,3,RECORD-00091,1,,
O0288,Organization,Overcast,Overcast,Podcast Platform,,3,RECORD-00091,1,,
O0289,Organization,Bosch Foundation,Bosch Foundation,Foundation,,2,RECORD-00091,1,,
O0290,Organization,NewCo,NewCo,News Organization,,9,RECORD-00092,1,,
O0291,Organization,The Bulwark,The Bulwark,News Website,,5,RECORD-00094,2,,
O0292,Organization,World Trade Center,World Trade Center,Building Complex,,7,RECORD-00095,1,,
O0293,Organization,Washington Square News,Washington Square News,Student Newspaper,,6,RECORD-00095,1,,
O0294,Organization,Federal Emergency Management Agency,Federal Emergency Management Agency,Government Agency,,6,RECORD-00095,2,,
O0295,Organization,Stern School of Business,Stern School of Business,Business School,,6,RECORD-00095,1,,
O0296,Organization,Michigan Board of State Canvassers,Michigan Board of State Canvassers,Government Body,,6,RECORD-00096,1,,
O0297,Organization,Univision,Univision,News Outlet,,6,RECORD-00097,1,,
O0298,Organization,Fusion,Fusion,News Outlet,,5,RECORD-00097,1,,
O0299,Organization,Vox,Vox,News Outlet,,6,RECORD-00097,1,,
O0300,Organization,New York Magazine,New York Magazine,Magazine,,5,RECORD-00097,4,,
O0301,Organization,The New York Review of Books,The New York Review of Books,Publication,,5,RECORD-00098,3,,
O0302,Organization,GOP,GOP,Political Party,,9,RECORD-00098,1,,
O0303,Organization,Catholic Church,Catholic Church,Religious Institution,,6,RECORD-00103,1,,
O0304,Organization,Poynter,Poynter,Journalism Education Organization,,5,RECORD-00103,7,,
O0305,Organization,The Correspondent,The Correspondent,News Organization,,10,RECORD-00104,3,,
O0306,Organization,decorrespondent.nl,decorrespondent.nl,News Organization,,8,RECORD-00104,1,,
O0307,Organization,London Times,London Times,News Organization,,5,RECORD-00104,1,,
O0308,Organization,Nieman Lab,Nieman Lab,Journalism Think Tank,,5,RECORD-00104,1,,
O0309,Organization,Poynter Institute,Poynter Institute,Non-profit School for Journalists,,4,RECORD-00106,11,,
O0310,Organization,Times Publishing Company,Times Publishing Company,Publishing Company,,4,RECORD-00106,1,,
O0311,Organization,Scott Trust,Scott Trust,Trust,,4,RECORD-00106,2,,
O0312,Organization,The Atavist,The Atavist,Publishing Company,,4,RECORD-00106,1,,
O0313,Organization,Fort Worth Star-Telegram,Fort Worth Star-Telegram,Newspaper,,5,RECORD-00108,2,,
O0314,Organization,CBS Radio,CBS Radio,News Organization,,4,RECORD-00109,1,,
O0315,Organization,ABC/Good Morning America,ABC/Good Morning America,News Organization,,4,RECORD-00109,1,,
O0316,Organization,Philadelphia Daily News,Philadelphia Daily News,Newspaper,,4,RECORD-00109,2,,
O0317,Organization,Business Week,Business Week,Magazine,,5,RECORD-00110,5,,
O0318,Organization,International Herald Tribune,International Herald Tribune,Newspaper,,4,RECORD-00110,1,,
O0319,Organization,National Post,National Post,Newspaper,,3,RECORD-00111,1,,
O0320,Organization,St. Louis Post-Dispatch,St. Louis Post-Dispatch,Newspaper,,3,RECORD-00111,3,,
O0321,Organization,Columbus (GA) Ledger-Enquirer,Columbus (GA) Ledger-Enquirer,Newspaper,,3,RECORD-00111,1,,
O0322,Organization,Enron,Enron,Corporation,,4,RECORD-00111,1,,
O0323,Organization,WKBW,WKBW,Television Station,,6,RECORD-00112,1,,
O0324,Organization,City Paper,City Paper,Newspaper,,8,RECORD-00112,1,,
O0325,Organization,The Buffalo News,The Buffalo News,Newspaper,,7,RECORD-00112,1,,
O0326,Organization,Secret Service,Secret Service,Government Agency,,8,RECORD-00112,1,,
O0327,Organization,Louisville Courier Journal,Louisville Courier Journal,News Outlet,,4,RECORD-00113,1,,
O0328,Organization,Des Moines Register,Des Moines Register,News Outlet,,3,RECORD-00113,2,,
O0329,Organization,Sacramento Bee,Sacramento Bee,Newspaper,,7,RECORD-00114,14,,
O0330,Organization,California Broadcasters Association,California Broadcasters Association,Broadcasting Organization,,8,RECORD-00114,2,,
O0331,Organization,Japan Media Review,Japan Media Review,Online Publication,,5,RECORD-00115,2,,
O0332,Organization,USC,USC,University,,4,RECORD-00115,3,,
O0333,Organization,The Everett Herald,The Everett Herald,News Organization,,5,RECORD-00115,1,,
O0334,Organization,Slashdot.org,Slashdot.org,Website/Blog,,4,RECORD-00115,1,,
O0335,Organization,Justice Department,Justice Department,Government body,,9,RECORD-00116,5,,
O0336,Organization,Television,Television,Media Outlet,,7,RECORD-00116,2,,
O0337,Organization,Newspapers,Newspapers,Media Outlet,,8,RECORD-00116,2,,
O0338,Organization,United States Department of Justice,United States Department of Justice,Government body,,8,RECORD-00117,2,,
O0339,Organization,Crooked Timber,Crooked Timber,Group Blog,,6,RECORD-00119,1,,
O0340,Organization,Washington City Paper,Washington City Paper,Alternative Weekly,,7,RECORD-00121,2,,
O0341,Organization,Microsoft,Microsoft,Technology Corporation,,6,RECORD-00121,1,,
O0342,Organization,Shell,Shell,Corporation,,3,RECORD-00122,1,,
O0343,Organization,Sierra Club,Sierra Club,Environmental Organization,,3,RECORD-00122,1,,
O0344,Organization,Entertainment Weekly,Entertainment Weekly,Magazine,,3,RECORD-00123,2,,
O0345,Organization,NY Daily News,NY Daily News,Newspaper,,3,RECORD-00123,3,,
O0346,Organization,DV Dojo,DV Dojo,Education Company,,5,RECORD-00123,1,,
O0347,Organization,J-schools of America,J-schools of America,Journalism Schools,,6,RECORD-00123,1,,
O0348,Organization,CJR,CJR,Journalism Review,,4,RECORD-00123,5,,
O0350,Organization,Channels,Channels,Magazine,,5,RECORD-00124,2,,
O0351,Organization,Court TV,Court TV,Television Network,,5,RECORD-00124,2,,
O0352,Organization,RealNetworks,RealNetworks,Technology Company,,5,RECORD-00124,1,,
O0353,Organization,U.S. Department of Justice,U.S. Department of Justice,Government Agency,,5,RECORD-00125,1,,
O0354,Organization,Larry King Live,Larry King Live,Television Show,,2,RECORD-00125,1,,
O0355,Organization,NYFD,NYFD,Fire Department,,3,RECORD-00126,1,,
O0356,Organization,Department of Design and Construction,Department of Design and Construction,City Agency,,5,RECORD-00126,1,,
O0357,Organization,Cyberjournalist.net,Cyberjournalist.net,Website,,4,RECORD-00127,1,,
O0358,Organization,Columbia Journalism Review,Columbia Journalism Review,Journalism Review,,3,RECORD-00130,15,,
O0359,Organization,Clinton White House,Clinton White House,Government,,2,RECORD-00130,1,,
O0360,Organization,Cleveland Press,Cleveland Press,News Organization,,3,RECORD-00130,2,,
O0361,Organization,Pentagon,Pentagon,Government,,2,RECORD-00130,1,,
O0362,Organization,Johns Hopkins,Johns Hopkins,University,,4,RECORD-00131,1,,
O0363,Organization,Greensboro (NC) News & Record,Greensboro (NC) News & Record,News Organization,,3,RECORD-00132,2,,
O0364,Organization,Ziff Davis’s Baseline magazine,Ziff Davis’s Baseline magazine,Magazine,,4,RECORD-00132,1,,
O0365,Organization,Times-Picayune,Times-Picayune,News Outlet,,5,RECORD-00133,4,,
O0366,Organization,Harvard University Press,Harvard University Press,Publisher,,3,RECORD-00133,1,,
O0367,Organization,NYU Journalism,NYU Journalism,Educational Institution,,3,RECORD-00133,2,,
O0368,Organization,Twentieth Century Fox,Twentieth Century Fox,Hollywood Studio,,3,RECORD-00134,1,,
O0369,Organization,C-SPAN,C-SPAN,Television Network,,5,RECORD-00135,1,,
O0370,Organization,Miami Herald,Miami Herald,Newspaper,,4,RECORD-00135,4,,
O0371,Organization,Crossfire,Crossfire,Television Show,,5,RECORD-00135,4,,
O0372,Organization,Larry King Show,Larry King Show,Television Show,,4,RECORD-00135,1,,
O0373,Organization,Front Line Voices,Front Line Voices,Website,,10,RECORD-00136,2,,
O0375,Organization,Philadelphia Inquirer,Philadelphia Inquirer,News Organization,,3,RECORD-00138,7,,
O0376,Organization,Premiere magazine,Premiere magazine,Magazine,,3,RECORD-00139,1,,
O0377,Organization,Teacher's College,Teacher's College,School,,3,RECORD-00140,1,,
O0378,Organization,Democratic National Committee,Democratic National Committee,Political Organization,,3,RECORD-00141,1,,
O0379,Organization,Newspaper,Newspaper,News Outlet,,5,RECORD-00142,1,,
O0380,Organization,Broadcast,Broadcast,News Outlet,,5,RECORD-00142,1,,
O0381,Organization,Berkman Center for the Internet and Society,Berkman Center for the Internet and Society,Research Institution,,5,RECORD-00145,2,,
O0382,Organization,Harvard Law School,Harvard Law School,Educational Institution,,4,RECORD-00145,2,,
O0384,Organization,Instapundit,Instapundit,Blog,,3,RECORD-00145,7,,
O0385,Organization,Spokane Spokesman Review,Spokane Spokesman Review,News Organization,,4,RECORD-00145,1,,
O0386,Organization,Dallas Morning News,Dallas Morning News,News Organization,,5,RECORD-00145,7,,
O0387,Organization,University Press of Florida,University Press of Florida,Publisher,,3,RECORD-00147,1,,
O0388,Organization,Greensboro News & Record,Greensboro News & Record,News outlet,,4,RECORD-00147,8,,
O0389,Organization,The News & Observer,The News & Observer,News outlet,,4,RECORD-00147,2,,
O0390,Organization,The Chapel Hill News,The Chapel Hill News,News outlet,,4,RECORD-00147,1,,
O0391,Organization,University of Missouri,University of Missouri,University,,4,RECORD-00147,1,,
O0392,Organization,WBEZ,WBEZ,Radio station,,3,RECORD-00147,1,,
O0393,Organization,Winston-Salem Journal,Winston-Salem Journal,News outlet,,3,RECORD-00147,1,,
O0394,Organization,The New Republic,The New Republic,Magazine,,7,RECORD-00150,14,,
O0395,Organization,Miramax,Miramax,Film Studio,,5,RECORD-00150,1,,
O0396,Organization,Anti-Defamation League,Anti-Defamation League,Organization,,5,RECORD-00150,1,,
O0398,Organization,ZNet,ZNet,Media organization,,6,RECORD-00152,2,,
O0399,Organization,The NewStandard,The NewStandard,Progressive news media project,,7,RECORD-00152,2,,
O0400,Organization,The Progressive,The Progressive,Magazine,,5,RECORD-00152,1,,
O0401,Organization,Media Research Center,Media Research Center,Research Organization,,5,RECORD-00152,10,,
O0402,Organization,Cape Cod Times,Cape Cod Times,News Organization,,4,RECORD-00153,1,,
O0403,Organization,Fox,Fox,News Organization,,5,RECORD-00154,7,,
O0404,Organization,FAIR,FAIR,Media Watchdog Group,,7,RECORD-00155,3,,
O0405,Organization,Pittsburgh Tribune-Review,Pittsburgh Tribune-Review,News outlet,,3,RECORD-00156,2,,
O0406,Organization,Fox TV,Fox TV,TV Network,,3,RECORD-00158,2,,
O0407,Organization,Project for Excellence in Journalism,Project for Excellence in Journalism,Research Organization,,6,RECORD-00159,3,,
O0408,Organization,Council on Foreign Relations,Council on Foreign Relations,Think Tank,,5,RECORD-00159,1,,
O0409,Organization,Harpers magazine,Harpers magazine,Magazine,,5,RECORD-00159,1,,
O0410,Organization,Baseline Magazine,Baseline Magazine,Magazine,,4,RECORD-00160,5,,
O0411,Organization,St. Pete Times,St. Pete Times,News Organization,,5,RECORD-00161,1,,
O0412,Organization,Newsroom,Newsroom,Media Workplace,,6,RECORD-00161,1,,
O0414,Organization,PC Magazine,PC Magazine,Magazine,,5,RECORD-00163,1,,
O0415,Organization,Washington establishment,Washington establishment,Political Group,,7,RECORD-00164,1,,
O0416,Organization,Washington press corps,Washington press corps,Media Group,,7,RECORD-00164,2,,
O0417,Organization,UC Berkeley,UC Berkeley,University,,2,RECORD-00164,1,,
