relationship_id,source_record_id,source_entity_id,source_entity_name,relationship_type,target_entity_id,target_entity_name,context_snippet,confidence_score,extracted_date
RECORD-00117_REL_007,RECORD-00117,P0145,Eric Lichtblau,Affiliated With,O0002,The New York Times,Eric Lichtblau of the New York Times,1.0,2025-10-22
RECORD-00117_REL_008,RECORD-00117,P0068,Howard Kurtz,Affiliated With,O0023,The Washington Post,Howard Kurtz of the Washington Post,1.0,2025-10-22
RECORD-00117_REL_009,RECORD-00117,O0338,United States Department of Justice,Affiliated With,P0445,Barbara Comstock,Justice Department spokeswoman,1.0,2025-10-22
RECORD-00118_REL_001,RECORD-00118,P0447,Tony Marcano,Affiliated With,O0329,Sacramento Bee,"Tony Marcano, ombudsman of the Sacramento Bee",1.0,2025-10-22
RECORD-00118_REL_002,RECORD-00118,O0329,Sacramento Bee,Discusses,E0046,California Recall Election,how does a newspaper go about effectively covering 133 candidates” in the California recall?,0.9,2025-10-22
RECORD-00118_REL_003,RECORD-00118,P0448,Amy Chance,Affiliated With,O0329,Sacramento Bee,"The Bee’s political editor, Amy Chance",1.0,2025-10-22
RECORD-00118_REL_004,RECORD-00118,P0447,Tony Marcano,Discusses,C0173,Horse Race Coverage,“how does a newspaper go about effectively covering 133 candidates” in the California recall?,0.8,2025-10-22
RECORD-00118_REL_005,RECORD-00118,P0447,Tony Marcano,Criticizes,O0329,Sacramento Bee,"One part of recall coverage that seems “out of whack” to him is “the continual handicapping of the campaign, mostly laying odds on Bustamante and Schwarzenegger.”",0.8,2025-10-22
RECORD-00118_REL_006,RECORD-00118,P0441,Daniel Weintraub,Affiliated With,O0329,Sacramento Bee,"Daniel Weintraub, political reporter, author of the “Campaign Insider” weblog for the Sacramento Bee",1.0,2025-10-22
RECORD-00118_REL_007,RECORD-00118,P0441,Daniel Weintraub,Discusses,P0442,Arnold Schwarzenegger,He is forming a journalistic judgment about whether Schwarzenegger has been willing to even put forward an idea,0.8,2025-10-22
RECORD-00118_REL_008,RECORD-00118,O0329,Sacramento Bee,Mentions,P0450,Bustamante,"the continual handicapping of the campaign, mostly laying odds on Bustamante and Schwarzenegger",0.7,2025-10-22
RECORD-00118_REL_009,RECORD-00118,O0329,Sacramento Bee,Mentions,P0442,Arnold Schwarzenegger,"the continual handicapping of the campaign, mostly laying odds on Bustamante and Schwarzenegger",0.7,2025-10-22
RECORD-00118_REL_010,RECORD-00118,C0174,Idea Race,Discusses,E0046,California Recall Election,"the idea race. It’s news about the recall that tells us who’s floating new, interesting, counter-intuitive or maybe even useful ideas for California",0.9,2025-10-22
RECORD-00119_REL_001,RECORD-00119,O0329,Sacramento Bee,Affiliated With,P0441,Daniel Weintraub,"Daniel Weintraub, author of the highly effective and gutsy weblog, California Insider...at the Sacramento Bee",1.0,2025-10-22
RECORD-00119_REL_002,RECORD-00119,W0092,California Insider,Published In,O0329,Sacramento Bee,"Daniel Weintraub, author of the highly effective and gutsy weblog, California Insider, will now have to pass his copy through an editor before posting",1.0,2025-10-22
RECORD-00119_REL_003,RECORD-00119,O0329,Sacramento Bee,Criticizes,P0441,Daniel Weintraub,Sacramento Bee’s decision that Daniel Weintraub...will now have to pass his copy through an editor before posting,0.7,2025-10-22
RECORD-00119_REL_004,RECORD-00119,P0441,Daniel Weintraub,Mentions,P0396,Mickey Kaus,The relentless Mickey Kaus has the story that other bloggers are buzzing about.,0.8,2025-10-22
RECORD-00119_REL_005,RECORD-00119,P0441,Daniel Weintraub,Mentions,P0059,Glenn Reynolds,See Instapundit and Jeff Jarvis too.,0.8,2025-10-22
RECORD-00119_REL_006,RECORD-00119,P0441,Daniel Weintraub,Mentions,P0010,Jeff Jarvis,See Instapundit and Jeff Jarvis too.,0.8,2025-10-22
RECORD-00119_REL_007,RECORD-00119,P0451,Thomas Boswell,Affiliated With,O0023,The Washington Post,"Thomas Boswell, the great baseball writer of the Washington Post",1.0,2025-10-22
RECORD-00121_REL_001,RECORD-00121,P0452,Jack Shafer,Criticizes,C0047,Public Journalism,Jack Shafer of Slate says public journalism bombed.,0.9,2025-10-22
RECORD-00121_REL_002,RECORD-00121,P0452,Jack Shafer,Affiliated With,O0038,Slate,Jack Shafer of Slate...,1.0,2025-10-22
RECORD-00121_REL_003,RECORD-00121,P0452,Jack Shafer,Affiliated With,O0340,Washington City Paper,"Jack Shafer, who writes the PressBox column for Slate, was for ten years the editor of Washington City Paper...",1.0,2025-10-22
RECORD-00121_REL_004,RECORD-00121,P0005,Jay Rosen,Discusses,C0047,Public Journalism,But one alternative he cannot stand is the one I have actively stood for: public journalism...,0.8,2025-10-22
RECORD-00121_REL_005,RECORD-00121,P0452,Jack Shafer,Criticizes,W0029,What Are Journalists For?,Shafer didn’t like my book about the public journalism movement,0.9,2025-10-22
RECORD-00121_REL_006,RECORD-00121,P0452,Jack Shafer,Criticizes,W0093,Breaking the News,Shafer didn’t care much for James Fallows writing favorably about it in the conclusion to Breaking the News,0.9,2025-10-22
RECORD-00121_REL_007,RECORD-00121,P0159,James Fallows,Mentions,C0047,Public Journalism,James Fallows writing favorably about it in the conclusion to Breaking the News,0.8,2025-10-22
RECORD-00121_REL_008,RECORD-00121,O0107,Pew Charitable Trusts,Supports,C0047,Public Journalism,"This do-gooder school of journalism, which answered to the names of “public journalism” and “civic journalism” in the ’90s, received funding and promotion from the moneybags at the Pew Charitable Trus",0.9,2025-10-22
RECORD-00121_REL_009,RECORD-00121,O0309,Poynter Institute,Supports,C0047,Public Journalism,"This do-gooder school of journalism, which answered to the names of “public journalism” and “civic journalism” in the ’90s, received funding and promotion from the moneybags at the Pew Charitable Trus",0.9,2025-10-22
RECORD-00121_REL_010,RECORD-00121,P0159,James Fallows,Published In,O0038,Slate,"Fallows has a professional reputation that is at least equal to Jack Shafer’s, and he is a Slate author.",1.0,2025-10-22
RECORD-00121_REL_011,RECORD-00121,P0429,Howell Raines,Affiliated With,O0002,The New York Times,"Fallows tried to sketch a few ideas, and that is why he was attacked by Howell Raines in 1996",0.8,2025-10-22
RECORD-00121_REL_012,RECORD-00121,O0002,The New York Times,Discusses,E0047,09/11,New York Times did in the aftermath of 09/11 tracked closely with the movement’s logic,0.7,2025-10-22
RECORD-00121_REL_013,RECORD-00121,P0452,Jack Shafer,Criticizes,C0175,Solutions Journalism,Solutions journalism—what a joke!,0.9,2025-10-22
RECORD-00121_REL_014,RECORD-00121,P0453,Matt Miller,Mentions,W0094,two-percent solution,columnist Matt Miller’s “two-percent solution” for America’s domestic problems,0.8,2025-10-22
RECORD-00122_REL_001,RECORD-00122,P0454,Brian Bennett,Affiliated With,O0070,Time magazine,"Time magazine's own reporter, Brian Bennett",1.0,2025-10-22
RECORD-00122_REL_002,RECORD-00122,O0067,USA Today,Mentions,P0454,Brian Bennett,When the complaint about negative news enters USA Today in the guise of a news story...,0.8,2025-10-22
RECORD-00122_REL_003,RECORD-00122,L0002,Iraq,Discusses,E0048,U.S. invasion of Iraq,"When Bennett visited the USA a few weeks ago, he realized that, five months after the U.S. invasion, the Iraq he lives in doesn’t mesh with the bleak picture that friends here are getting from the med",0.9,2025-10-22
RECORD-00122_REL_004,RECORD-00122,P0454,Brian Bennett,Mentions,L0002,Iraq,"I'm not saying all is hunky-dory, but in the States, people have a misperception of what's going on in Iraq",0.8,2025-10-22
RECORD-00122_REL_005,RECORD-00122,P0455,Glen Reynolds,Mentions,L0002,Iraq,"when the talented and plugged-in blogger, Glen Reynolds, keeps Web pressure on for the thesis",0.7,2025-10-22
RECORD-00122_REL_006,RECORD-00122,O0002,The New York Times,Mentions,P0456,John Burns,if one moment you are praising John Burns of the New York Times for guts in saying: the press undersold Saddam’s terror,0.8,2025-10-22
RECORD-00122_REL_007,RECORD-00122,C0176,Overdetermined plot,Discusses,L0002,Iraq,But they ought to imagine their lines in the over-determined plot... critics of Iraq coverage,0.9,2025-10-22
RECORD-00122_REL_008,RECORD-00122,O0342,Shell,Mentions,O0343,Sierra Club,This week on my TV set there’s this subtle ad from Shell suggesting—good news!—the company has more environmentalists on the payroll than the Sierra Club has stamps.,0.8,2025-10-22
RECORD-00122_REL_009,RECORD-00122,E0049,Vietnam War,Mentions,P0457,David Halberstam,"American journalism carries by means of craft culture the memory of the Five O’clock Follies in Vietnam... Call it the Church of David Halberstam, who was there and still talks about it.",0.7,2025-10-22
RECORD-00122_REL_010,RECORD-00122,O0121,The Christian Science Monitor,Affiliated With,P0458,Tom Regan,Tom Regan of the Christian Science Monitor,1.0,2025-10-22
RECORD-00122_REL_011,RECORD-00122,O0028,Los Angeles Times,Affiliated With,P0459,Alissa Rubin,Los Angeles Times’ Alissa Rubin,1.0,2025-10-22
RECORD-00122_REL_012,RECORD-00122,P0459,Alissa Rubin,Mentions,L0002,Iraq,"Says the Los Angeles Times’ Alissa Rubin: ”We tend to report on areas that are most problematic, because news almost demands that.",0.8,2025-10-22
RECORD-00123_REL_001,RECORD-00123,P0010,Jeff Jarvis,Affiliated With,O0344,Entertainment Weekly,Jeff Jarvis started Entertainment Weekly.,0.8,2025-10-22
RECORD-00123_REL_002,RECORD-00123,P0010,Jeff Jarvis,Affiliated With,W0095,Buzzmachine,"Now he holds court at his weblog, Buzzmachine.",0.9,2025-10-22
RECORD-00123_REL_003,RECORD-00123,P0010,Jeff Jarvis,Affiliated With,O0345,NY Daily News,Jeff Jarvis has been ... an editor at a big newspaper (NY Daily News),0.8,2025-10-22
RECORD-00123_REL_004,RECORD-00123,P0460,Howard Dean,Discusses,C0179,Audience Empowerment,They are using this to influence and judge ... government (there’s a reason Howard Dean is blogging),0.7,2025-10-22
RECORD-00123_REL_005,RECORD-00123,P0461,Michael Rosenblum,Affiliated With,O0347,J-schools of America,"Rosenblum teaches courses for us, so we’ll be able to find out.",0.7,2025-10-22
RECORD-00123_REL_006,RECORD-00123,O0028,Los Angeles Times,Mentions,O0329,Sacramento Bee,"the Los Angeles Times had cause to report that it currently has no weblogs, in an article about the Sacramento Bee, which does.",0.8,2025-10-22
RECORD-00124_REL_001,RECORD-00124,P0462,Merrill Brown,Affiliated With,O0349,MSNBC.com,former editor-in-chief of MSNBC.com,1.0,2025-10-22
RECORD-00124_REL_002,RECORD-00124,P0462,Merrill Brown,Affiliated With,O0023,The Washington Post,Wall Street correspondent for the Washington Post,1.0,2025-10-22
RECORD-00124_REL_003,RECORD-00124,P0462,Merrill Brown,Affiliated With,O0350,Channels,"editor of Channels, a magazine about television",1.0,2025-10-22
RECORD-00124_REL_004,RECORD-00124,P0462,Merrill Brown,Affiliated With,O0351,Court TV,he was a senior VP at Court TV,1.0,2025-10-22
RECORD-00124_REL_005,RECORD-00124,P0462,Merrill Brown,Affiliated With,O0352,RealNetworks,Last year he moved to RealNetworks as a senior executive,1.0,2025-10-22
RECORD-00124_REL_006,RECORD-00124,P0462,Merrill Brown,Discusses,C0180,Web journalism,"My view however is that at that time and today we’re in a reinvention process, a process of creating new forms of journalism that will engage and inform the web audience",0.9,2025-10-22
RECORD-00124_REL_007,RECORD-00124,P0462,Merrill Brown,Criticizes,O0030,Salon,"Salon’s efforts at real original journalism are to be lauded although fundamentally I think they’re merely using the Web to create a publication, rather than pushing Web journalism forward in dramatic",0.8,2025-10-22
RECORD-00124_REL_008,RECORD-00124,P0463,Steven Brill,Affiliated With,O0351,Court TV,Steven Brill later hired him to help create Court TV,1.0,2025-10-22
RECORD-00124_REL_009,RECORD-00124,W0002,PressThink,Discusses,C0179,Audience Empowerment,My last question is about audience empowerment,0.8,2025-10-22
RECORD-00124_REL_010,RECORD-00124,P0462,Merrill Brown,Mentions,P0165,Walter Lippmann,Journalists have gotten smarter since Walter Lippmann died in 1974,0.7,2025-10-22
RECORD-00125_REL_001,RECORD-00125,P0438,John Ashcroft,Criticizes,O0028,Los Angeles Times,Ashcroft refused to speak to print reporters from Los Angeles Times and other organizations.,0.9,2025-10-22
RECORD-00125_REL_002,RECORD-00125,P0438,John Ashcroft,Discusses,W0091,Patriot Act,Ashcroft is continuing his tour of the country to promote the Patriot Act.,0.8,2025-10-22
RECORD-00125_REL_003,RECORD-00125,P0438,John Ashcroft,Affiliated With,O0353,U.S. Department of Justice,Atty. Gen. John Ashcroft,1.0,2025-10-22
RECORD-00125_REL_004,RECORD-00125,P0445,Barbara Comstock,Affiliated With,O0353,U.S. Department of Justice,According to Justice Department spokeswoman Barbara Comstock,1.0,2025-10-22
RECORD-00125_REL_005,RECORD-00125,P0014,George W. Bush,Affiliated With,P0438,John Ashcroft,"Ashcroft, like the president he serves...",0.9,2025-10-22
RECORD-00125_REL_006,RECORD-00125,P0464,Peter Jennings,Affiliated With,O0055,ABC News,The exception was an interview with ABC News’ Peter Jennings,1.0,2025-10-22
RECORD-00125_REL_007,RECORD-00125,P0464,Peter Jennings,Discusses,P0438,John Ashcroft,"interview with ABC News’ Peter Jennings this month in which Jennings did ask some pointed, specific questions",0.7,2025-10-22
RECORD-00125_REL_008,RECORD-00125,P0438,John Ashcroft,Criticizes,C0181,Public's Right to Know,"Ashcroft is betting that the press corps has no core, that reporters are more committed to seeking advantage over rivals than protecting the public’s right to know.",0.8,2025-10-22
RECORD-00125_REL_009,RECORD-00125,P0438,John Ashcroft,Mentions,O0055,ABC News,"Ashcroft knows that, with niftily chosen sound bites, he can dominate credulous local television",0.7,2025-10-22
RECORD-00126_REL_001,RECORD-00126,P0467,William Langewiesche,Affiliated With,O0051,The Atlantic,"Langewiesche, a writer for the Atlantic",1.0,2025-10-22
RECORD-00126_REL_002,RECORD-00126,W0096,American Ground: Unbuilding the World Trade Center,Discusses,L0052,Ground Zero,Langewiesche gained access to Ground Zero,0.9,2025-10-22
RECORD-00126_REL_003,RECORD-00126,W0096,American Ground: Unbuilding the World Trade Center,Originated By,P0467,William Langewiesche,William Langewiesche's American Ground,1.0,2025-10-22
RECORD-00126_REL_004,RECORD-00126,W0096,American Ground: Unbuilding the World Trade Center,Discusses,E0050,September 11th,since September 11th,0.8,2025-10-22
RECORD-00126_REL_005,RECORD-00126,L0002,Iraq,Mentions,E0050,September 11th,war that began with the Towers’ destruction has somehow landed on Iraqi soil,0.7,2025-10-22
RECORD-00126_REL_006,RECORD-00126,P0467,William Langewiesche,Discusses,C0183,Pragmatism,In philosophy it’s called pragmatism. On the best seller lists it’s Let’s Roll.,0.7,2025-10-22
RECORD-00126_REL_007,RECORD-00126,L0002,Iraq,Mentions,P0014,George W. Bush,Did Bush and Rumsfeld have an adequate plan?,0.6,2025-10-22
RECORD-00126_REL_008,RECORD-00126,L0002,Iraq,Mentions,P0468,Donald Rumsfeld,Did Bush and Rumsfeld have an adequate plan?,0.6,2025-10-22
RECORD-00127_REL_001,RECORD-00127,P0469,Michael Falcone,Affiliated With,O0002,The New York Times,Michael Falcone is a journalist of the New York Times,1.0,2025-10-22
RECORD-00127_REL_002,RECORD-00127,P0470,Dan Weintraub,Affiliated With,O0329,Sacramento Bee,Dan Weintraub edited by the Sacramento Bee,0.8,2025-10-22
RECORD-00127_REL_003,RECORD-00127,P0469,Michael Falcone,Discusses,P0470,Dan Weintraub,Falcone is writing about the big buzz generated when the Bee decided to edit previously unedited blogger Dan Weintraub.,0.9,2025-10-22
RECORD-00127_REL_004,RECORD-00127,O0002,The New York Times,Published In,P0469,Michael Falcone,A passing sentence in a New York Times article,1.0,2025-10-22
RECORD-00127_REL_005,RECORD-00127,P0469,Michael Falcone,Discusses,C0050,Objectivity,He mentions Cyberjournalist.net and its list of journalists who maintain weblogs: ...avoid taking sides.,0.7,2025-10-22
RECORD-00127_REL_006,RECORD-00127,O0033,PressThink,Mentions,O0002,The New York Times,"doesn’t fit case, does fit press think. So it goes by.",0.9,2025-10-22
RECORD-00127_REL_007,RECORD-00127,P0470,Dan Weintraub,Published In,W0092,California Insider,Daniel Weintraub's California Insider,1.0,2025-10-22
RECORD-00128_REL_001,RECORD-00128,E0051,2000 Presidential Election,Occurred At,L0053,Florida,the fight in Florida about the numbers,0.8,2025-10-22
RECORD-00128_REL_002,RECORD-00128,P0475,Matthew Miller,Discusses,C0001,Handsell Book,"Matthew Miller comes a little closer when he talks of a “game of inches,”’ where “both sides jockey and pander for the few extra votes that can turn elections.”",0.7,2025-10-22
RECORD-00128_REL_003,RECORD-00128,E0051,2000 Presidential Election,Discusses,P0014,George W. Bush,"Bush and Gore were then fighting it out, not by opposing one another in any kind of argument, but by running virtually the same campaign, on the same issues",0.8,2025-10-22
RECORD-00128_REL_004,RECORD-00128,E0051,2000 Presidential Election,Discusses,P0474,Al Gore,"Bush and Gore were then fighting it out, not by opposing one another in any kind of argument, but by running virtually the same campaign, on the same issues",0.8,2025-10-22
RECORD-00128_REL_005,RECORD-00128,O0003,PBS,Published In,W0099,Newshour,from the “Newshour” on PBS,0.9,2025-10-22
RECORD-00128_REL_006,RECORD-00128,P0477,Vaclav Havel,Discusses,P0478,Aaron Sorkin,"Aaron Sorkin, creator of The West Wing, must have read that speech. For Jed Bartlet, the president Sorkin imagined",0.6,2025-10-22
RECORD-00128_REL_007,RECORD-00128,P0478,Aaron Sorkin,Mentions,W0098,The West Wing,"Aaron Sorkin, creator of The West Wing",0.9,2025-10-22
RECORD-00129_REL_001,RECORD-00129,P0483,Jeffrey Dvorkin,Affiliated With,O0031,NPR,NPR ombudsman Jeffrey A. Dvorkin,1.0,2025-10-22
RECORD-00129_REL_002,RECORD-00129,P0484,Daniel Schorr,Affiliated With,O0031,NPR,Daniel Schorr... senior news analyst for NPR,1.0,2025-10-22
RECORD-00129_REL_003,RECORD-00129,O0031,NPR,Mentions,C0184,Fact-based reporting,NPR is—and should be seen to be—about providing fact-based reporting.,0.9,2025-10-22
RECORD-00129_REL_004,RECORD-00129,O0031,NPR,Mentions,C0185,Opinion and commentary,Opinions and commentaries on NPR newsmagazines are always provided by non-NPR journalists or other outsiders.,0.9,2025-10-22
RECORD-00129_REL_005,RECORD-00129,O0031,NPR,Mentions,P0483,Jeffrey Dvorkin,So says NPR ombudsman Jeffrey A. Dvorkin,0.9,2025-10-22
RECORD-00130_REL_001,RECORD-00130,P0475,Matthew Miller,Discusses,C0186,Politics of News Judgment,Matthew Miller tried to ask Len Downie about the latent politics of news judgment.,0.9,2025-10-22
RECORD-00130_REL_002,RECORD-00130,P0475,Matthew Miller,Mentions,P0485,Leonard Downie Jr.,Matthew Miller tried to ask Len Downie...,1.0,2025-10-22
RECORD-00130_REL_003,RECORD-00130,P0485,Leonard Downie Jr.,Affiliated With,O0023,The Washington Post,But the editor of the Washington Post won't go there,1.0,2025-10-22
RECORD-00130_REL_004,RECORD-00130,P0475,Matthew Miller,Discusses,C0188,Agenda-Setting,the press’s exercise of discretionary agenda-setting power via original reporting.,0.8,2025-10-22
RECORD-00130_REL_005,RECORD-00130,P0485,Leonard Downie Jr.,Originated By,C0189,Information Agenda,Downie says that the Post has probably printed the 44 million figure fifty times in the last year.,0.7,2025-10-22
RECORD-00130_REL_006,RECORD-00130,P0485,Leonard Downie Jr.,Affiliated With,W0100,Book on serious journalism,wrote a pretty good book (with Robert Kaiser) about it,1.0,2025-10-22
RECORD-00130_REL_007,RECORD-00130,P0452,Jack Shafer,Criticizes,P0485,Leonard Downie Jr.,Here’s Jack Shafer of Slate complaining about a question-and-answer session between Downie and Post readers,0.9,2025-10-22
RECORD-00130_REL_008,RECORD-00130,P0452,Jack Shafer,Affiliated With,O0038,Slate,Here’s Jack Shafer of Slate complaining about a question-and-answer session between Downie and Post readers,1.0,2025-10-22
RECORD-00130_REL_009,RECORD-00130,P0485,Leonard Downie Jr.,Mentions,P0486,Louis Seltzer,"What I don’t want to do is what Louis Seltzer at the Cleveland Press did,” Downie says.",1.0,2025-10-22
RECORD-00130_REL_010,RECORD-00130,P0486,Louis Seltzer,Affiliated With,O0360,Cleveland Press,"What I don’t want to do is what Louis Seltzer at the Cleveland Press did,” Downie says.",1.0,2025-10-22
RECORD-00131_REL_001,RECORD-00131,P0489,Chris Lydon,Discusses,C0190,Get Elected,"Lydon writes about “a drastic subversion of a discredited game,” he means the whole game of Get Elected",0.9,2025-10-22
RECORD-00131_REL_002,RECORD-00131,P0489,Chris Lydon,Mentions,P0488,Karl Rove,And if there is anyone who is the big winner in that game right now it is Karl Rove,0.8,2025-10-22
RECORD-00131_REL_003,RECORD-00131,P0489,Chris Lydon,Affiliated With,O0002,The New York Times,"Christopher Lydon, a thirty-three year old New York Times reporter",0.9,2025-10-22
RECORD-00131_REL_004,RECORD-00131,P0489,Chris Lydon,Mentions,W0101,The Boys on the Bus,"Lydon told me he was a character in Crouse’s classic, The Boys on the Bus",0.8,2025-10-22
RECORD-00131_REL_005,RECORD-00131,P0491,Timothy Crouse,Published In,W0101,The Boys on the Bus,Timothy Crouse the first to show that it incorporated the press.,0.9,2025-10-22
RECORD-00131_REL_006,RECORD-00131,P0490,Zack Rosen,Affiliated With,P0460,Howard Dean,Zack ... works for Dean and Dean leads the Democratic race,0.9,2025-10-22
RECORD-00131_REL_007,RECORD-00131,P0489,Chris Lydon,Discusses,C0191,Open Style,"he found inspiration in the “open style,” which I would call politics in a different key.",0.9,2025-10-22
RECORD-00131_REL_008,RECORD-00131,P0494,"Stanley Kelley, Jr.",Published In,W0102,Professional Public Relations and Political Power,"See Stanley Kelley, Jr. Professional Public Relations and Political Power.",0.9,2025-10-22
RECORD-00131_REL_009,RECORD-00131,W0102,Professional Public Relations and Political Power,Published In,O0362,Johns Hopkins,"Stanley Kelley, Jr. Professional Public Relations and Political Power. Johns Hopkins, 1956.",0.9,2025-10-22
RECORD-00131_REL_010,RECORD-00131,P0496,Robert Phelps,Affiliated With,O0002,The New York Times,"Robert Phelps, the Times’ political editor",0.9,2025-10-22
RECORD-00131_REL_011,RECORD-00131,P0489,Chris Lydon,Criticizes,O0002,The New York Times,Christopher Lydon ... discovered that the New York Times was not going to be one of those tools.,0.8,2025-10-22
RECORD-00132_REL_001,RECORD-00132,P0498,Ed Cone,Discusses,P0460,Howard Dean,Ed Cone explains why Howard Dean's 'open style' of politics is a big deal,0.9,2025-10-22
RECORD-00132_REL_002,RECORD-00132,P0498,Ed Cone,Affiliated With,O0363,Greensboro (NC) News & Record,Cone is a columnist for the Greensboro (NC) News & Record,1.0,2025-10-22
RECORD-00132_REL_003,RECORD-00132,P0498,Ed Cone,Affiliated With,O0364,Ziff Davis’s Baseline magazine,Writing in Ziff Davis’s Baseline magazine,1.0,2025-10-22
RECORD-00132_REL_004,RECORD-00132,P0460,Howard Dean,Affiliated With,P0499,Zephyr Teachout,"Zephyr Teachout, the director of Internet organizing for the Howard Dean presidential campaign",1.0,2025-10-22
RECORD-00132_REL_005,RECORD-00132,P0498,Ed Cone,Supports,C0195,Community,Cone writes about Dean expanding politics with tools and strategies that tap the power of 'community',0.7,2025-10-22
RECORD-00132_REL_006,RECORD-00132,P0155,E.J. Dionne,Discusses,P0460,Howard Dean,E.J. Dionne made a related observation this weekend on CNN’s the “Capital Gang” about the Dean campaign,0.8,2025-10-22
RECORD-00132_REL_007,RECORD-00132,P0155,E.J. Dionne,Affiliated With,O0015,CNN,E.J. Dionne made a related observation this weekend on CNN,1.0,2025-10-22
RECORD-00132_REL_008,RECORD-00132,P0155,E.J. Dionne,Discusses,P0187,Barry Goldwater,What’s striking me is how similar the Dean campaign is to the Goldwater campaign,0.8,2025-10-22
RECORD-00132_REL_009,RECORD-00132,P0460,Howard Dean,Discusses,C0195,Community,Cone writes about Dean expanding politics with tools and strategies that tap the power of 'community',0.7,2025-10-22
RECORD-00133_REL_001,RECORD-00133,P0098,Dean Baquet,Affiliated With,O0028,Los Angeles Times,"Dean Baquet, number two at the LA Times",1.0,2025-10-22
RECORD-00133_REL_002,RECORD-00133,P0098,Dean Baquet,Discusses,E0054,Recall Election,"days before the recall election, the tale of Arnold Schwarzenegger as a serial groper of women",0.9,2025-10-22
RECORD-00133_REL_003,RECORD-00133,O0028,Los Angeles Times,Mentions,P0442,Arnold Schwarzenegger,"Los Angeles Times, just days before the recall election, the tale of Arnold Schwarzenegger",0.9,2025-10-22
RECORD-00133_REL_004,RECORD-00133,P0500,Gordon Russell,Affiliated With,O0365,Times-Picayune,Gordon Russell of the Times-Picayune,1.0,2025-10-22
RECORD-00133_REL_005,RECORD-00133,P0098,Dean Baquet,Discusses,C0004,View from Nowhere,"Whenever journalists take a view of the alternatives in a controversy like this, they hand you some of their press think, because that view reveals what the range of choices is thought by journalists ",0.7,2025-10-22
RECORD-00133_REL_006,RECORD-00133,P0098,Dean Baquet,Discusses,O0028,Los Angeles Times,A good newspaper should make you mad.,0.7,2025-10-22
RECORD-00133_REL_007,RECORD-00133,P0501,John Carroll,Affiliated With,O0028,Los Angeles Times,"Dean Baquet and his boss, editor John Carroll",1.0,2025-10-22
RECORD-00133_REL_008,RECORD-00133,P0502,Albert O. Hirschman,Originated By,C0196,"Exit, Voice and Loyalty","But the economist and all-around clever thinker, Albert O. Hirschman, had some ideas that might help editors like Carroll",0.9,2025-10-22
RECORD-00133_REL_009,RECORD-00133,C0196,"Exit, Voice and Loyalty",Originated By,P0502,Albert O. Hirschman,"In a little book called Exit, Voice and Loyalty, (Harvard University Press, 1970), Hirschman said that when customers are dissatisfied with a firm",1.0,2025-10-22
RECORD-00133_REL_010,RECORD-00133,P0500,Gordon Russell,Affiliated With,O0367,NYU Journalism,"Gordon Russell of the Times-Picayune in New Orleans, the reporter on the scene (and an NYU Journalism grad.)",0.9,2025-10-22
RECORD-00134_REL_001,RECORD-00134,P0503,Matt Gross,Criticizes,O0014,Fox News,"Gross recalls hearing to ""Seek out stories that cater to angry, middle-aged white men who listen to talk radio and yell at their televisions.""",0.9,2025-10-22
RECORD-00134_REL_002,RECORD-00134,P0503,Matt Gross,Affiliated With,O0014,Fox News,"Matt Gross used to work at Fox, but on the website, not in the field.",1.0,2025-10-22
RECORD-00134_REL_003,RECORD-00134,P0503,Matt Gross,Affiliated With,O0300,New York Magazine,"Matt Gross, now an assistant editor at New York magazine",1.0,2025-10-22
RECORD-00134_REL_004,RECORD-00134,O0014,Fox News,Mentions,O0117,Fox News Channel,an executive from Fox News Channel came to talk to the online troops,0.8,2025-10-22
RECORD-00134_REL_005,RECORD-00134,O0014,Fox News,Discusses,C0092,Bias,"This gives Fox a different feel, an edge, and the edge is the subject of Gross’s letter. Simply by running a provocative story. Almost all Murdoch properties identify themselves to us by means of the ",0.7,2025-10-22
RECORD-00134_REL_006,RECORD-00134,O0368,Twentieth Century Fox,Mentions,O0014,Fox News,It’s imagery handed down from Twentieth Century Fox,0.7,2025-10-22
RECORD-00134_REL_007,RECORD-00134,O0014,Fox News,Mentions,P0504,Al Sharpton,Which network is most likely to have Al Sharpton on the air? Fox. He’s pro-excitement too.,0.6,2025-10-22
RECORD-00135_REL_001,RECORD-00135,P0505,Tom Tomorrow,Published In,O0030,Salon,Tom Tomorrow writing about it in Salon,1.0,2025-10-22
RECORD-00135_REL_002,RECORD-00135,C0197,Spin Alley,Discusses,C0198,Information Theory,If we toss information theory into the Alley and let things unfold...,0.9,2025-10-22
RECORD-00135_REL_003,RECORD-00135,C0197,Spin Alley,Discusses,E0055,2004 Democratic Nomination,Who’s going to win the Democratic nomination for 2004 is a genuine uncertainty.,0.8,2025-10-22
RECORD-00135_REL_004,RECORD-00135,C0197,Spin Alley,Discusses,E0056,New Hampshire Primary,"After the New Hamsphire primary we know a little more— who’s not going to win, maybe.",0.8,2025-10-22
RECORD-00135_REL_005,RECORD-00135,C0197,Spin Alley,Mentions,P0014,George W. Bush,Countering “what Bush will say.”,0.7,2025-10-22
RECORD-00135_REL_006,RECORD-00135,C0197,Spin Alley,Mentions,E0057,2000 Election,"Just recall the circumstances of 2000 when, before the Boston debate",0.7,2025-10-22
